Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12
Data,4,record,timestamp,1096706077,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706078,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706079,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,88,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706080,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,103,bpm,cadence,88,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706081,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,105,bpm,cadence,88,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706082,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,105,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706083,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,105,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706084,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,105,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706085,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706086,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,105,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706087,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,88,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706088,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,105,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706089,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706090,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706091,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706092,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706093,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,84,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706094,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706095,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706096,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706097,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,103,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706098,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,103,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706099,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,103,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706100,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,103,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706101,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,103,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706102,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,103,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706103,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706104,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,103,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706105,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,103,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706106,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,84,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706107,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,103,bpm,cadence,84,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706108,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,103,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706109,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,103,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706110,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706111,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706112,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706113,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706114,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,101,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706115,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,101,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706116,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,101,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706117,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,101,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706118,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,101,bpm,cadence,88,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706119,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,89,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706120,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,103,bpm,cadence,88,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706121,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,88,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706122,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,88,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706123,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,88,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706124,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,105,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706125,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706126,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706127,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706128,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706129,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,105,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706130,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,105,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706131,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706132,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706133,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706134,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706135,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706136,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,101,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706137,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706138,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706139,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706140,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706141,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,101,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706142,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,101,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706143,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,100,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706144,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,101,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706145,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,100,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706146,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,101,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706147,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,101,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706148,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,100,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706149,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,101,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706150,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,100,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706151,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,100,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706152,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,101,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706153,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,101,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706154,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,101,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706155,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706156,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,101,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706157,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,101,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706158,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,101,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706159,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706160,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706161,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706162,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706163,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706164,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706165,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706166,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,102,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706167,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,103,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706168,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,103,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706169,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,103,bpm,cadence,84,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706170,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706171,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706172,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,106,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706173,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,106,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706174,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,107,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706175,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,106,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706176,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,105,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706177,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,105,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706178,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,105,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706179,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,106,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706180,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,106,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706181,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706182,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,105,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706183,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706184,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,105,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706185,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,105,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706186,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,105,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706187,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706188,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706189,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,105,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706190,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,104,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706191,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,106,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706192,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,107,bpm,cadence,85,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706193,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,105,bpm,cadence,86,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096706194,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,103,bpm,cadence,87,rpm,temperature,23,C,power,60,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
