Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12
Data,4,record,timestamp,1096707967,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,162,bpm,cadence,91,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707968,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,162,bpm,cadence,91,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707969,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,162,bpm,cadence,91,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707970,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,162,bpm,cadence,90,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707971,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,162,bpm,cadence,90,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707972,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,162,bpm,cadence,90,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707973,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,162,bpm,cadence,90,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707974,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,162,bpm,cadence,90,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707975,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,162,bpm,cadence,90,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707976,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,91,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707977,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,90,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707978,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,91,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707979,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,90,rpm,temperature,20,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707980,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,90,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707981,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,91,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707982,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,91,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707983,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,91,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707984,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,91,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707985,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,90,rpm,temperature,20,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707986,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,91,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707987,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,90,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707988,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,90,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707989,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,90,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707990,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,91,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707991,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,91,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707992,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,91,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707993,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,164,bpm,cadence,91,rpm,temperature,20,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707994,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,164,bpm,cadence,91,rpm,temperature,20,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707995,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,164,bpm,cadence,91,rpm,temperature,20,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707996,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,164,bpm,cadence,91,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707997,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,91,rpm,temperature,20,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707998,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,92,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096707999,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,92,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708000,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,92,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708001,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,92,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708002,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,92,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708003,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,91,rpm,temperature,20,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708004,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,91,rpm,temperature,20,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708005,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,162,bpm,cadence,91,rpm,temperature,20,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708006,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,162,bpm,cadence,90,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708007,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,162,bpm,cadence,90,rpm,temperature,20,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708008,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,161,bpm,cadence,91,rpm,temperature,20,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708009,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,161,bpm,cadence,90,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708010,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,161,bpm,cadence,90,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708011,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,161,bpm,cadence,90,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708012,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,161,bpm,cadence,90,rpm,temperature,20,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708013,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,161,bpm,cadence,90,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708014,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,162,bpm,cadence,91,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708015,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,162,bpm,cadence,90,rpm,temperature,20,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708016,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,162,bpm,cadence,90,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708017,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,162,bpm,cadence,90,rpm,temperature,20,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708018,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,90,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708019,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,162,bpm,cadence,93,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708020,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,162,bpm,cadence,93,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708021,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,162,bpm,cadence,94,rpm,temperature,21,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708022,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,96,rpm,temperature,20,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708023,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,96,rpm,temperature,20,C,power,180,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,6,lap,message_index,7,,lap_trigger,0,,event,9,,event_type,1,,sport,2,,timestamp,1096708023,s,start_time,1096707844,,total_elapsed_time,179.0,s,total_timer_time,179.0,s,,,,,,,,,
Data,4,record,timestamp,1096708024,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,97,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708025,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,96,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708026,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,96,rpm,temperature,21,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708027,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,95,rpm,temperature,21,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708028,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,94,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708029,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,163,bpm,cadence,94,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708030,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,164,bpm,cadence,94,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708031,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,164,bpm,cadence,94,rpm,temperature,21,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708032,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,164,bpm,cadence,94,rpm,temperature,21,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708033,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,165,bpm,cadence,93,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708034,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,165,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708035,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,165,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708036,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,166,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708037,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,166,bpm,cadence,92,rpm,temperature,21,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708038,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,166,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708039,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,167,bpm,cadence,93,rpm,temperature,21,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708040,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,167,bpm,cadence,93,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708041,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,167,bpm,cadence,93,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708042,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,168,bpm,cadence,93,rpm,temperature,21,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708043,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,168,bpm,cadence,93,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708044,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,168,bpm,cadence,93,rpm,temperature,21,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708045,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,168,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708046,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,168,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708047,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,168,bpm,cadence,92,rpm,temperature,21,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708048,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,168,bpm,cadence,92,rpm,temperature,21,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708049,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,167,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708050,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,167,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708051,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,167,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708052,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,167,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708053,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,167,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708054,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,166,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708055,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,166,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708056,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,166,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708057,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,165,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708058,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,165,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708059,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,165,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708060,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,165,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708061,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,165,bpm,cadence,93,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708062,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,165,bpm,cadence,93,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708063,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,165,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708064,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,165,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708065,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,165,bpm,cadence,93,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708066,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,165,bpm,cadence,93,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708067,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,165,bpm,cadence,93,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708068,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,165,bpm,cadence,93,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708069,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,165,bpm,cadence,93,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708070,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,165,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708071,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,166,bpm,cadence,91,rpm,temperature,21,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708072,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,165,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708073,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,166,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708074,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,166,bpm,cadence,92,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708075,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,166,bpm,cadence,93,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708076,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,166,bpm,cadence,94,rpm,temperature,21,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708077,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,167,bpm,cadence,94,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708078,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,167,bpm,cadence,95,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708079,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,167,bpm,cadence,94,rpm,temperature,21,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708080,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,168,bpm,cadence,94,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708081,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,168,bpm,cadence,95,rpm,temperature,21,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708082,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,168,bpm,cadence,94,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
Data,4,record,timestamp,1096708083,s,altitude,0.0,m,speed,0.0,m/s,heart_rate,169,bpm,cadence,93,rpm,temperature,20,C,power,200,watts,enhanced_altitude,0.0,m,enhanced_speed,0.0,m/s,,,,,,,,,
